Area Code (Location),Area Code,Budget COGS,Budget Margin,Budget Profit,Budget Sales,Cogs,Date,Inventory,Margin,Market Size,Market,Marketing,Number of Records,Product Type,ProductId (Product),Product Id,Product,Profit,Sales,State,Total Expenses,Type
801,801,80,30,-10,110,98,01-05-2011 00:00:00,973,38,Small Market,West,30,1,Herbal Tea,10,10,Mint,-21,135,Utah,49,Decaf
435,435,20,50,10,70,43,01-05-2011 00:00:00,282,61,Small Market,West,39,1,Tea,11,11,Darjeeling,-11,103,Utah,64,Regular
435,435,20,40,20,60,39,01-05-2011 00:00:00,212,53,Small Market,West,12,1,Tea,12,12,Earl Grey,19,91,Utah,36,Regular
801,801,20,30,10,50,34,01-05-2011 00:00:00,182,42,Small Market,West,12,1,Tea,13,13,Green Tea,-4,75,Utah,42,Regular
435,435,30,60,50,90,39,01-05-2011 00:00:00,799,58,Small Market,West,10,1,Espresso,4,4,Caffe Latte,50,96,Utah,20,Regular
435,435,40,60,40,100,48,01-05-2011 00:00:00,599,63,Small Market,West,15,1,Espresso,5,5,Caffe Mocha,50,110,Utah,25,Regular
435,435,40,60,40,100,44,01-05-2011 00:00:00,844,65,Small Market,West,12,1,Espresso,6,6,Decaf Espresso,58,108,Utah,21,Decaf
435,435,80,100,60,180,68,01-05-2011 00:00:00,998,80,Small Market,West,21,1,Coffee,1,1,Amaretto,52,147,Utah,39,Regular
435,435,60,80,50,140,48,01-05-2011 00:00:00,334,65,Small Market,West,15,1,Coffee,2,2,Columbian,30,112,Utah,40,Regular
435,435,90,120,70,210,77,01-05-2011 00:00:00,529,96,Small Market,West,29,1,Coffee,3,3,Decaf Irish Cream,47,171,Utah,58,Decaf
619,619,80,140,120,220,104,01-05-2011 00:00:00,871,152,Major Market,West,29,1,Herbal Tea,8,8,Chamomile,153,254,California,38,Decaf
559,559,200,250,180,450,235,01-05-2011 00:00:00,1060,277,Major Market,West,72,1,Herbal Tea,9,9,Lemon,253,507,California,87,Decaf
530,530,70,90,60,160,83,01-05-2011 00:00:00,584,107,Major Market,West,27,1,Herbal Tea,10,10,Mint,92,188,California,37,Decaf
530,530,60,110,100,170,104,01-05-2011 00:00:00,821,152,Major Market,West,29,1,Tea,11,11,Darjeeling,153,254,California,38,Regular
562,562,50,90,80,140,86,01-05-2011 00:00:00,499,124,Major Market,West,24,1,Tea,12,12,Earl Grey,123,208,California,33,Regular
310,310,40,60,30,100,64,01-05-2011 00:00:00,593,96,Major Market,West,21,1,Tea,13,13,Green Tea,59,159,California,49,Regular
650,650,240,260,180,500,260,01-05-2011 00:00:00,1559,261,Major Market,West,72,1,Espresso,4,4,Caffe Latte,228,516,California,89,Regular
707,707,110,160,30,270,121,01-05-2011 00:00:00,788,168,Major Market,West,109,1,Espresso,5,5,Caffe Mocha,35,286,California,133,Regular
310,310,250,330,220,580,263,01-05-2011 00:00:00,1433,349,Major Market,West,86,1,Espresso,6,6,Decaf Espresso,317,607,California,111,Decaf
805,805,160,-30,-80,130,127,01-05-2011 00:00:00,1215,-21,Major Market,West,40,1,Coffee,1,1,Amaretto,-116,105,California,59,Regular
707,707,380,560,410,940,302,01-05-2011 00:00:00,2250,454,Major Market,West,105,1,Coffee,2,2,Columbian,407,749,California,148,Regular
925,925,240,-40,-140,200,195,01-05-2011 00:00:00,1952,-32,Major Market,West,64,1,Coffee,3,3,Decaf Irish Cream,-196,162,California,102,Decaf
775,775,100,150,40,250,121,01-05-2011 00:00:00,788,168,Small Market,West,109,1,Herbal Tea,8,8,Chamomile,35,286,Nevada,133,Decaf
702,702,160,240,160,400,195,01-05-2011 00:00:00,956,270,Small Market,West,64,1,Herbal Tea,9,9,Lemon,221,461,Nevada,102,Decaf
702,702,100,170,120,270,127,01-05-2011 00:00:00,671,185,Small Market,West,40,1,Herbal Tea,10,10,Mint,167,309,Nevada,60,Decaf
775,775,170,240,170,410,263,01-05-2011 00:00:00,1433,349,Small Market,West,86,1,Tea,11,11,Darjeeling,319,607,Nevada,110,Regular
775,775,170,180,120,350,260,01-05-2011 00:00:00,1559,261,Small Market,West,72,1,Tea,12,12,Earl Grey,226,516,Nevada,90,Regular
702,702,170,-170,-250,0,265,01-05-2011 00:00:00,3742,-265,Small Market,West,100,1,Tea,13,13,Green Tea,-524,18,Nevada,124,Regular
775,775,0,40,30,40,0,01-05-2011 00:00:00,645,43,Small Market,West,0,1,Espresso,4,4,Caffe Latte,43,43,Nevada,11,Regular
775,775,10,30,20,40,20,01-05-2011 00:00:00,829,29,Small Market,West,5,1,Espresso,5,5,Caffe Mocha,18,49,Nevada,15,Regular
702,702,10,30,20,40,20,01-05-2011 00:00:00,784,29,Small Market,West,5,1,Espresso,6,6,Decaf Espresso,18,49,Nevada,15,Decaf
702,702,40,60,20,100,36,01-05-2011 00:00:00,212,45,Small Market,West,13,1,Coffee,2,2,Columbian,-1,80,Nevada,43,Regular
775,775,30,50,30,80,31,01-05-2011 00:00:00,976,37,Small Market,West,9,1,Coffee,3,3,Decaf Irish Cream,8,67,Nevada,29,Decaf
503,503,20,40,40,60,30,01-05-2011 00:00:00,794,45,Small Market,West,8,1,Herbal Tea,8,8,Chamomile,36,74,Oregon,18,Decaf
541,541,30,50,30,80,43,01-05-2011 00:00:00,602,56,Small Market,West,14,1,Herbal Tea,9,9,Lemon,41,98,Oregon,24,Decaf
503,503,10,20,20,30,20,01-05-2011 00:00:00,464,29,Small Market,West,5,1,Tea,11,11,Darjeeling,17,49,Oregon,16,Regular
503,503,60,90,50,150,94,01-05-2011 00:00:00,697,141,Small Market,West,31,1,Tea,12,12,Earl Grey,109,233,Oregon,58,Regular
541,541,70,110,70,180,114,01-05-2011 00:00:00,555,159,Small Market,West,35,1,Tea,13,13,Green Tea,139,271,Oregon,54,Regular
541,541,50,60,20,110,53,01-05-2011 00:00:00,361,65,Small Market,West,20,1,Espresso,4,4,Caffe Latte,15,117,Oregon,50,Regular
971,971,40,70,40,110,52,01-05-2011 00:00:00,361,71,Small Market,West,17,1,Espresso,5,5,Caffe Mocha,37,122,Oregon,41,Regular
541,541,140,140,90,280,149,01-05-2011 00:00:00,1156,149,Small Market,West,41,1,Espresso,6,6,Decaf Espresso,115,295,Oregon,61,Decaf
971,971,60,100,40,160,53,01-05-2011 00:00:00,458,75,Small Market,West,48,1,Coffee,1,1,Amaretto,-3,127,Oregon,72,Regular
971,971,60,80,30,140,48,01-05-2011 00:00:00,422,68,Small Market,West,15,1,Coffee,2,2,Columbian,11,115,Oregon,56,Regular
971,971,50,70,40,120,42,01-05-2011 00:00:00,384,61,Small Market,West,13,1,Coffee,3,3,Decaf Irish Cream,35,102,Oregon,33,Decaf
509,509,90,150,100,240,110,01-05-2011 00:00:00,1020,165,Small Market,West,36,1,Herbal Tea,8,8,Chamomile,135,273,Washington,62,Decaf
206,206,30,50,50,80,40,01-05-2011 00:00:00,793,59,Small Market,West,11,1,Herbal Tea,9,9,Lemon,50,98,Washington,21,Decaf
425,425,30,50,30,80,48,01-05-2011 00:00:00,351,82,Small Market,West,14,1,Tea,11,11,Darjeeling,61,129,Washington,35,Regular
425,425,20,50,30,70,45,01-05-2011 00:00:00,410,65,Small Market,West,14,1,Tea,12,12,Earl Grey,37,109,Washington,35,Regular
206,206,40,60,10,100,64,01-05-2011 00:00:00,551,90,Small Market,West,58,1,Tea,13,13,Green Tea,3,153,Washington,82,Regular
206,206,40,60,40,100,48,01-05-2011 00:00:00,599,62,Small Market,West,15,1,Espresso,4,4,Caffe Latte,47,109,Washington,26,Regular
360,360,50,70,20,120,58,01-05-2011 00:00:00,338,72,Small Market,West,22,1,Espresso,5,5,Caffe Mocha,22,129,Washington,52,Regular
206,206,70,90,60,160,78,01-05-2011 00:00:00,995,92,Small Market,West,24,1,Espresso,6,6,Decaf Espresso,65,168,Washington,42,Decaf
253,253,80,130,90,210,71,01-05-2011 00:00:00,373,104,Small Market,West,22,1,Coffee,2,2,Columbian,80,173,Washington,43,Regular
253,253,110,160,60,270,92,01-05-2011 00:00:00,599,129,Small Market,West,83,1,Coffee,3,3,Decaf Irish Cream,22,219,Washington,105,Decaf
720,720,120,140,90,260,149,01-06-2011 00:00:00,1245,149,Major Market,Central,41,1,Herbal Tea,8,8,Chamomile,115,295,Colorado,61,Decaf
303,303,30,60,10,90,44,01-06-2011 00:00:00,496,63,Major Market,Central,40,1,Herbal Tea,9,9,Lemon,-10,106,Colorado,65,Decaf
720,720,40,60,30,100,50,01-06-2011 00:00:00,397,68,Major Market,Central,16,1,Herbal Tea,10,10,Mint,33,117,Colorado,41,Decaf
970,970,40,60,20,100,51,01-06-2011 00:00:00,396,64,Major Market,Central,19,1,Tea,11,11,Darjeeling,15,114,Colorado,49,Regular
719,719,40,60,30,100,53,01-06-2011 00:00:00,1028,64,Major Market,Central,16,1,Tea,12,12,Earl Grey,37,116,Colorado,34,Regular
970,970,30,50,30,80,43,01-06-2011 00:00:00,597,56,Major Market,Central,14,1,Tea,13,13,Green Tea,40,98,Colorado,25,Regular
303,303,100,170,140,270,94,01-06-2011 00:00:00,562,136,Major Market,Central,26,1,Espresso,5,5,Caffe Mocha,137,228,Colorado,34,Regular
970,970,60,90,50,150,54,01-06-2011 00:00:00,641,81,Major Market,Central,17,1,Espresso,6,6,Decaf Espresso,46,134,Colorado,45,Decaf
719,719,110,170,130,280,113,01-06-2011 00:00:00,897,163,Major Market,Central,31,1,Coffee,1,1,Amaretto,167,274,Colorado,39,Regular
970,970,80,110,80,190,83,01-06-2011 00:00:00,574,107,Major Market,Central,27,1,Coffee,2,2,Columbian,94,188,Colorado,36,Regular
720,720,130,180,140,310,123,01-06-2011 00:00:00,947,178,Major Market,Central,34,1,Coffee,3,3,Decaf Irish Cream,182,298,Colorado,43,Decaf
630,630,90,150,130,240,113,01-06-2011 00:00:00,897,163,Major Market,Central,31,1,Herbal Tea,8,8,Chamomile,167,274,Illinois,39,Decaf
773,773,70,90,60,160,83,01-06-2011 00:00:00,574,107,Major Market,Central,27,1,Herbal Tea,9,9,Lemon,92,188,Illinois,37,Decaf
630,630,100,160,140,260,123,01-06-2011 00:00:00,947,178,Major Market,Central,34,1,Herbal Tea,10,10,Mint,184,298,Illinois,42,Decaf
618,618,80,120,90,200,94,01-06-2011 00:00:00,562,136,Major Market,Central,26,1,Tea,11,11,Darjeeling,137,228,Illinois,34,Regular
309,309,40,70,30,110,54,01-06-2011 00:00:00,641,81,Major Market,Central,17,1,Tea,12,12,Earl Grey,46,134,Illinois,45,Regular
773,773,310,430,300,740,272,01-06-2011 00:00:00,1616,362,Major Market,Central,89,1,Espresso,5,5,Caffe Mocha,333,628,Illinois,113,Regular
309,309,300,310,210,610,260,01-06-2011 00:00:00,1715,261,Major Market,Central,72,1,Espresso,6,6,Decaf Espresso,226,516,Illinois,90,Decaf
312,312,210,290,190,500,200,01-06-2011 00:00:00,1095,278,Major Market,Central,66,1,Coffee,2,2,Columbian,230,474,Illinois,103,Regular
815,815,140,220,160,360,141,01-06-2011 00:00:00,764,204,Major Market,Central,45,1,Coffee,3,3,Decaf Irish Cream,186,342,Illinois,64,Decaf
563,563,230,320,230,550,272,01-06-2011 00:00:00,1616,362,Small Market,Central,89,1,Herbal Tea,8,8,Chamomile,333,628,Iowa,113,Decaf
712,712,120,180,140,300,141,01-06-2011 00:00:00,764,204,Small Market,Central,45,1,Herbal Tea,9,9,Lemon,188,342,Iowa,63,Decaf
563,563,220,230,150,450,260,01-06-2011 00:00:00,1715,261,Small Market,Central,72,1,Tea,11,11,Darjeeling,226,516,Iowa,90,Regular
515,515,230,300,180,530,271,01-06-2011 00:00:00,1714,332,Small Market,Central,102,1,Tea,12,12,Earl Grey,272,598,Iowa,126,Regular
563,563,20,40,30,60,21,01-06-2011 00:00:00,798,32,Small Market,Central,5,1,Espresso,5,5,Caffe Mocha,21,53,Iowa,16,Regular
563,563,0,50,40,50,0,01-06-2011 00:00:00,602,43,Small Market,Central,0,1,Espresso,6,6,Decaf Espresso,43,43,Iowa,11,Decaf
319,319,20,40,30,60,23,01-06-2011 00:00:00,843,35,Small Market,Central,6,1,Coffee,1,1,Amaretto,25,57,Iowa,16,Regular
641,641,30,40,20,70,32,01-06-2011 00:00:00,996,38,Small Market,Central,9,1,Coffee,2,2,Columbian,11,69,Iowa,28,Regular
515,515,20,30,20,50,22,01-06-2011 00:00:00,608,30,Small Market,Central,7,1,Coffee,3,3,Decaf Irish Cream,15,52,Iowa,18,Decaf
816,816,40,70,20,110,52,01-06-2011 00:00:00,313,73,Small Market,Central,47,1,Herbal Tea,8,8,Chamomile,-6,124,Missouri,72,Decaf
314,314,90,30,0,120,116,01-06-2011 00:00:00,1142,25,Small Market,Central,35,1,Herbal Tea,9,9,Lemon,-46,140,Missouri,54,Decaf
816,816,30,50,20,80,41,01-06-2011 00:00:00,239,55,Small Market,Central,13,1,Tea,11,11,Darjeeling,19,95,Missouri,38,Regular
660,660,30,30,-10,60,35,01-06-2011 00:00:00,204,43,Small Market,Central,13,1,Tea,12,12,Earl Grey,-4,77,Missouri,43,Regular
816,816,30,40,0,70,36,01-06-2011 00:00:00,236,46,Small Market,Central,13,1,Tea,13,13,Green Tea,0,81,Missouri,43,Regular
314,314,40,60,40,100,37,01-06-2011 00:00:00,876,55,Small Market,Central,10,1,Espresso,5,5,Caffe Mocha,46,91,Missouri,20,Regular
636,636,40,60,40,100,36,01-06-2011 00:00:00,828,53,Small Market,Central,10,1,Espresso,6,6,Decaf Espresso,43,88,Missouri,20,Decaf
573,573,80,90,40,170,76,01-06-2011 00:00:00,580,93,Small Market,Central,28,1,Coffee,2,2,Columbian,43,167,Missouri,58,Regular
660,660,60,80,50,140,65,01-06-2011 00:00:00,1042,77,Small Market,Central,20,1,Coffee,3,3,Decaf Irish Cream,48,141,Missouri,39,Decaf
216,216,10,20,20,30,18,01-06-2011 00:00:00,478,26,Major Market,Central,5,1,Herbal Tea,8,8,Chamomile,12,44,Ohio,16,Decaf
513,513,20,30,30,50,24,01-06-2011 00:00:00,856,36,Major Market,Central,6,1,Herbal Tea,9,9,Lemon,25,59,Ohio,17,Decaf
330,330,90,150,90,240,111,01-06-2011 00:00:00,767,167,Major Market,Central,36,1,Tea,11,11,Darjeeling,137,276,Ohio,63,Regular
567,567,100,140,90,240,118,01-06-2011 00:00:00,636,164,Major Market,Central,36,1,Tea,12,12,Earl Grey,145,279,Ohio,55,Regular
440,440,170,180,120,350,149,01-06-2011 00:00:00,1245,149,Major Market,Central,41,1,Espresso,5,5,Caffe Mocha,115,295,Ohio,61,Regular
740,740,50,80,30,130,51,01-06-2011 00:00:00,396,64,Major Market,Central,19,1,Espresso,6,6,Decaf Espresso,17,114,Ohio,48,Decaf
513,513,50,70,40,120,50,01-06-2011 00:00:00,397,68,Major Market,Central,16,1,Coffee,1,1,Amaretto,33,117,Ohio,41,Regular
234,234,40,50,20,90,38,01-06-2011 00:00:00,414,55,Major Market,Central,12,1,Coffee,2,2,Columbian,26,92,Ohio,33,Regular
234,234,40,70,20,110,44,01-06-2011 00:00:00,496,63,Major Market,Central,40,1,Coffee,3,3,Decaf Irish Cream,-8,106,Ohio,64,Decaf
414,414,40,70,50,110,47,01-06-2011 00:00:00,371,78,Small Market,Central,14,1,Herbal Tea,8,8,Chamomile,55,124,Wisconsin,35,Decaf
715,715,50,70,60,120,59,01-06-2011 00:00:00,842,85,Small Market,Central,16,1,Herbal Tea,9,9,Lemon,80,143,Wisconsin,25,Decaf
262,262,30,50,20,80,40,01-06-2011 00:00:00,443,59,Small Market,Central,12,1,Tea,11,11,Darjeeling,33,98,Wisconsin,33,Regular
414,414,40,70,10,110,53,01-06-2011 00:00:00,597,75,Small Market,Central,48,1,Tea,12,12,Earl Grey,-3,127,Wisconsin,72,Regular
715,715,90,110,70,200,81,01-06-2011 00:00:00,1046,96,Small Market,Central,25,1,Espresso,5,5,Caffe Mocha,69,175,Wisconsin,43,Regular
414,414,50,70,50,120,48,01-06-2011 00:00:00,593,62,Small Market,Central,15,1,Espresso,6,6,Decaf Espresso,47,109,Wisconsin,26,Decaf
715,715,60,70,20,130,59,01-06-2011 00:00:00,377,74,Small Market,Central,22,1,Coffee,1,1,Amaretto,26,132,Wisconsin,51,Regular
262,262,110,160,50,270,110,01-06-2011 00:00:00,665,154,Small Market,Central,100,1,Coffee,2,2,Columbian,33,262,Wisconsin,121,Regular
262,262,90,130,90,220,91,01-06-2011 00:00:00,533,121,Small Market,Central,30,1,Coffee,3,3,Decaf Irish Cream,87,210,Wisconsin,54,Decaf
475,475,20,30,20,50,20,01-06-2011 00:00:00,804,31,Small Market,East,5,1,Tea,13,13,Green Tea,21,51,Connecticut,15,Regular
860,860,50,80,40,130,76,01-06-2011 00:00:00,580,93,Small Market,East,28,1,Herbal Tea,9,9,Lemon,44,167,Connecticut,57,Decaf
959,959,40,70,50,110,65,01-06-2011 00:00:00,1042,77,Small Market,East,20,1,Herbal Tea,10,10,Mint,50,141,Connecticut,38,Decaf
203,203,30,60,40,90,37,01-06-2011 00:00:00,876,55,Small Market,East,10,1,Tea,11,11,Darjeeling,46,91,Connecticut,20,Regular
959,959,80,140,100,220,92,01-06-2011 00:00:00,1102,140,Small Market,East,30,1,Coffee,2,2,Columbian,109,230,Connecticut,57,Regular
860,860,50,70,10,120,53,01-06-2011 00:00:00,597,75,Small Market,East,48,1,Espresso,5,5,Caffe Mocha,-3,127,Connecticut,72,Regular
959,959,40,60,30,100,46,01-06-2011 00:00:00,367,62,Small Market,East,15,1,Espresso,6,6,Decaf Espresso,26,107,Connecticut,40,Decaf
239,239,60,90,70,150,59,01-06-2011 00:00:00,842,85,Major Market,East,16,1,Tea,13,13,Green Tea,80,143,Florida,25,Regular
239,239,30,50,30,80,48,01-06-2011 00:00:00,593,62,Major Market,East,15,1,Herbal Tea,8,8,Chamomile,48,109,Florida,25,Decaf
754,754,40,60,30,100,59,01-06-2011 00:00:00,377,74,Major Market,East,22,1,Herbal Tea,9,9,Lemon,26,132,Florida,51,Decaf
786,786,60,70,40,130,81,01-06-2011 00:00:00,1046,96,Major Market,East,25,1,Herbal Tea,10,10,Mint,68,175,Florida,44,Decaf
239,239,40,70,50,110,43,01-06-2011 00:00:00,864,62,Major Market,East,12,1,Tea,11,11,Darjeeling,52,104,Florida,22,Regular
941,941,100,160,110,260,111,01-06-2011 00:00:00,767,167,Major Market,East,36,1,Coffee,2,2,Columbian,137,276,Florida,63,Regular
954,954,110,150,100,260,118,01-06-2011 00:00:00,636,164,Major Market,East,36,1,Coffee,3,3,Decaf Irish Cream,145,279,Florida,55,Decaf
772,772,100,150,40,250,110,01-06-2011 00:00:00,665,154,Major Market,East,100,1,Espresso,5,5,Caffe Mocha,35,262,Florida,120,Regular
772,772,80,120,80,200,91,01-06-2011 00:00:00,533,121,Major Market,East,30,1,Espresso,6,6,Decaf Espresso,87,210,Florida,54,Decaf
351,351,10,30,20,40,18,01-06-2011 00:00:00,478,26,Major Market,East,5,1,Tea,13,13,Green Tea,14,44,Massachusetts,15,Regular
781,781,30,50,20,80,51,01-06-2011 00:00:00,396,64,Major Market,East,19,1,Herbal Tea,9,9,Lemon,17,114,Massachusetts,48,Decaf
857,857,20,40,30,60,24,01-06-2011 00:00:00,856,36,Major Market,East,6,1,Tea,11,11,Darjeeling,26,59,Massachusetts,16,Regular
774,774,50,560,530,610,54,01-06-2011 00:00:00,-1006,595,Major Market,East,17,1,Coffee,2,2,Columbian,755,643,Massachusetts,45,Regular
781,781,40,60,10,100,44,01-06-2011 00:00:00,543,67,Major Market,East,40,1,Espresso,5,5,Caffe Mocha,-4,110,Massachusetts,65,Regular
413,413,140,150,100,290,149,01-06-2011 00:00:00,1245,149,Major Market,East,41,1,Espresso,7,7,Regular Espresso,115,295,Massachusetts,61,Regular
603,603,0,40,30,40,0,01-06-2011 00:00:00,602,43,Small Market,East,0,1,Tea,13,13,Green Tea,44,43,New Hampshire,10,Regular
603,603,20,40,10,60,36,01-06-2011 00:00:00,236,46,Small Market,East,13,1,Herbal Tea,9,9,Lemon,0,81,New Hampshire,43,Decaf
603,603,20,40,30,60,23,01-06-2011 00:00:00,843,35,Small Market,East,6,1,Tea,11,11,Darjeeling,23,57,New Hampshire,17,Regular
603,603,50,80,50,130,56,01-06-2011 00:00:00,302,82,Small Market,East,17,1,Coffee,1,1,Amaretto,57,137,New Hampshire,38,Regular
603,603,50,90,60,140,62,01-06-2011 00:00:00,436,94,Small Market,East,20,1,Coffee,2,2,Columbian,58,155,New Hampshire,48,Regular
603,603,40,80,20,120,52,01-06-2011 00:00:00,313,73,Small Market,East,47,1,Espresso,5,5,Caffe Mocha,-6,124,New Hampshire,72,Regular
603,603,30,40,0,70,35,01-06-2011 00:00:00,204,43,Small Market,East,13,1,Espresso,7,7,Regular Espresso,-4,77,New Hampshire,43,Regular
347,347,90,150,120,240,94,01-06-2011 00:00:00,562,136,Major Market,East,26,1,Tea,13,13,Green Tea,137,228,New York,34,Regular
315,315,200,320,220,520,271,01-06-2011 00:00:00,1727,398,Major Market,East,102,1,Herbal Tea,9,9,Lemon,363,663,New York,126,Decaf
914,914,180,-30,-100,150,244,01-06-2011 00:00:00,2636,-46,Major Market,East,75,1,Herbal Tea,10,10,Mint,-197,196,New York,90,Decaf
914,914,130,190,150,320,123,01-06-2011 00:00:00,947,178,Major Market,East,34,1,Tea,11,11,Darjeeling,184,298,New York,42,Regular
347,347,110,180,140,290,113,01-06-2011 00:00:00,897,163,Major Market,East,31,1,Tea,12,12,Earl Grey,167,274,New York,39,Regular
917,917,340,500,350,840,356,01-06-2011 00:00:00,2476,534,Major Market,East,124,1,Coffee,2,2,Columbian,493,882,New York,165,Regular
845,845,130,-60,-210,70,144,01-06-2011 00:00:00,1979,-72,Major Market,East,131,1,Espresso,5,5,Caffe Mocha,-326,71,New York,153,Regular
718,718,240,420,340,660,260,01-06-2011 00:00:00,1405,415,Major Market,East,72,1,Espresso,7,7,Regular Espresso,439,669,New York,90,Regular
337,337,40,60,40,100,48,01-06-2011 00:00:00,593,63,Small Market,South,15,1,Herbal Tea,8,8,Chamomile,50,110,Louisiana,25,Decaf
318,318,70,90,40,160,76,01-06-2011 00:00:00,580,93,Small Market,South,28,1,Herbal Tea,9,9,Lemon,44,167,Louisiana,57,Decaf
225,225,50,80,60,130,43,01-06-2011 00:00:00,822,64,Small Market,South,12,1,Coffee,2,2,Columbian,55,106,Louisiana,22,Regular
225,225,70,110,90,180,59,01-06-2011 00:00:00,842,85,Small Market,South,16,1,Coffee,3,3,Decaf Irish Cream,80,143,Louisiana,25,Decaf
225,225,40,70,10,110,53,01-06-2011 00:00:00,-267,75,Small Market,South,48,1,Espresso,4,4,Caffe Latte,-4,127,Louisiana,73,Regular
337,337,40,60,40,100,47,01-06-2011 00:00:00,371,78,Small Market,South,14,1,Espresso,5,5,Caffe Mocha,57,124,Louisiana,34,Regular
225,225,30,50,30,80,40,01-06-2011 00:00:00,443,59,Small Market,South,12,1,Espresso,6,6,Decaf Espresso,32,98,Louisiana,33,Decaf
505,505,20,30,20,50,23,01-06-2011 00:00:00,843,35,Small Market,South,6,1,Herbal Tea,8,8,Chamomile,25,57,New Mexico,16,Decaf
505,505,30,30,10,60,32,01-06-2011 00:00:00,996,38,Small Market,South,9,1,Herbal Tea,9,9,Lemon,11,69,New Mexico,28,Decaf
505,505,70,120,80,190,62,01-06-2011 00:00:00,436,94,Small Market,South,20,1,Coffee,2,2,Columbian,59,155,New Mexico,47,Regular
505,505,140,30,-20,170,116,01-06-2011 00:00:00,1142,25,Small Market,South,35,1,Coffee,3,3,Decaf Irish Cream,-47,140,New Mexico,55,Decaf
505,505,30,30,0,60,35,01-06-2011 00:00:00,-180,43,Small Market,South,13,1,Espresso,4,4,Caffe Latte,-4,77,New Mexico,43,Regular
505,505,40,60,0,100,52,01-06-2011 00:00:00,313,73,Small Market,South,47,1,Espresso,5,5,Caffe Mocha,-4,124,New Mexico,71,Regular
505,505,30,50,20,80,41,01-06-2011 00:00:00,239,55,Small Market,South,13,1,Espresso,6,6,Decaf Espresso,19,95,New Mexico,38,Decaf
580,580,50,80,30,130,59,01-06-2011 00:00:00,377,74,Small Market,South,22,1,Herbal Tea,8,8,Chamomile,26,132,Oklahoma,51,Decaf
918,918,100,150,40,250,110,01-06-2011 00:00:00,665,154,Small Market,South,100,1,Herbal Tea,9,9,Lemon,35,262,Oklahoma,120,Decaf
405,405,50,70,50,120,43,01-06-2011 00:00:00,597,56,Small Market,South,14,1,Coffee,2,2,Columbian,40,98,Oklahoma,25,Regular
918,918,30,40,30,70,24,01-06-2011 00:00:00,856,36,Small Market,South,6,1,Coffee,3,3,Decaf Irish Cream,26,59,Oklahoma,16,Decaf
405,405,100,140,100,240,118,01-06-2011 00:00:00,-660,164,Small Market,South,36,1,Espresso,4,4,Caffe Latte,145,279,Oklahoma,55,Regular
918,918,10,20,20,30,18,01-06-2011 00:00:00,478,26,Small Market,South,5,1,Espresso,5,5,Caffe Mocha,14,44,Oklahoma,15,Regular
918,918,90,140,90,230,111,01-06-2011 00:00:00,767,167,Small Market,South,36,1,Espresso,6,6,Decaf Espresso,137,276,Oklahoma,63,Decaf
903,903,40,70,40,110,50,01-06-2011 00:00:00,397,68,Major Market,South,16,1,Herbal Tea,8,8,Chamomile,33,117,Texas,41,Decaf
979,979,30,60,30,90,38,01-06-2011 00:00:00,414,55,Major Market,South,12,1,Herbal Tea,9,9,Lemon,28,92,Texas,33,Decaf
469,469,300,360,270,660,244,01-06-2011 00:00:00,1213,288,Major Market,South,75,1,Coffee,2,2,Columbian,265,527,Texas,89,Regular
430,430,100,130,100,230,83,01-06-2011 00:00:00,574,107,Major Market,South,27,1,Coffee,3,3,Decaf Irish Cream,94,188,Texas,36,Decaf
281,281,40,70,40,110,54,01-06-2011 00:00:00,-321,81,Major Market,South,17,1,Espresso,4,4,Caffe Latte,46,134,Texas,45,Regular
432,432,90,140,120,230,113,01-06-2011 00:00:00,897,163,Major Market,South,31,1,Espresso,5,5,Caffe Mocha,166,274,Texas,40,Regular
409,409,80,110,90,190,94,01-06-2011 00:00:00,562,136,Major Market,South,26,1,Espresso,6,6,Decaf Espresso,137,228,Texas,34,Decaf
435,435,40,80,50,120,56,01-06-2011 00:00:00,302,82,Small Market,West,17,1,Herbal Tea,8,8,Chamomile,58,137,Utah,37,Decaf
801,801,50,80,50,130,62,01-06-2011 00:00:00,436,94,Small Market,West,20,1,Herbal Tea,9,9,Lemon,58,155,Utah,48,Decaf
435,435,90,30,-10,120,116,01-06-2011 00:00:00,1142,25,Small Market,West,35,1,Herbal Tea,10,10,Mint,-46,140,Utah,54,Decaf
435,435,30,50,0,80,52,01-06-2011 00:00:00,313,73,Small Market,West,47,1,Tea,11,11,Darjeeling,-4,124,Utah,71,Regular
435,435,20,40,20,60,41,01-06-2011 00:00:00,239,55,Small Market,West,13,1,Tea,12,12,Earl Grey,19,95,Utah,38,Regular
435,435,20,30,10,50,35,01-06-2011 00:00:00,204,43,Small Market,West,13,1,Tea,13,13,Green Tea,-4,77,Utah,43,Regular
435,435,30,50,40,80,36,01-06-2011 00:00:00,828,53,Small Market,West,10,1,Espresso,4,4,Caffe Latte,43,88,Utah,20,Regular
801,801,40,60,40,100,48,01-06-2011 00:00:00,593,63,Small Market,West,15,1,Espresso,5,5,Caffe Mocha,48,110,Utah,26,Regular
435,435,30,50,40,80,37,01-06-2011 00:00:00,876,55,Small Market,West,10,1,Espresso,6,6,Decaf Espresso,47,91,Utah,20,Decaf
435,435,80,90,60,170,65,01-06-2011 00:00:00,1042,77,Small Market,West,20,1,Coffee,1,1,Amaretto,50,141,Utah,38,Regular
435,435,50,80,50,130,46,01-06-2011 00:00:00,367,62,Small Market,West,15,1,Coffee,2,2,Columbian,26,107,Utah,40,Regular
